VTX, IDX, TEXCOORD0.x, TEXCOORD0.y, TEXCOORD0.z, TEXCOORD1.x, TEXCOORD1.y, TEXCOORD2.x, TEXCOORD2.y, TEXCOORD3.x, TEXCOORD3.y, TEXCOORD3.z, TEXCOORD4.x, TEXCOORD4.y, TEXCOORD4.z, TEXCOORD4.w, TEXCOORD5.x, TEXCOORD5.y, TEXCOORD5.z, TEXCOORD5.w
20, 7, -0.12925,  0.07674,  0.06399,  0.03294,  0.94352,  0.03294,  0.94352, -0.57236,  0.01354,  0.81989,  0.15986,  0.98252,  0.09536,  1.00,  1.00,  1.00,  1.00,  1.00
21, 8, -0.12741,  0.07761,  0.06386,  0.03373,  0.94312,  0.03373,  0.94312,  0.44863,  0.80124,  0.39591,  0.00331,  0.4415, -0.89726,  1.00,  1.00,  1.00,  1.00,  1.00
22, 2, -0.12446,  0.07257,  0.06683,  0.03276,  0.9419,  0.03276,  0.9419, -0.48201, -0.11513,  0.86857,  0.11757,  0.97386,  0.19434,  1.00,  1.00,  1.00,  1.00,  1.00
23, 1, -0.12364,  0.07342,  0.06655,  0.03328,  0.94178,  0.03328,  0.94178,  0.48959,  0.76155,  0.42467, -0.03528,  0.50394, -0.86302,  1.00,  1.00,  1.00,  1.00,  1.00
24, 2, -0.12446,  0.07257,  0.06683,  0.03276,  0.9419,  0.03276,  0.9419, -0.48201, -0.11513,  0.86857,  0.11757,  0.97386,  0.19434,  1.00,  1.00,  1.00,  1.00,  1.00
25, 8, -0.12741,  0.07761,  0.06386,  0.03373,  0.94312,  0.03373,  0.94312,  0.44863,  0.80124,  0.39591,  0.00331,  0.4415, -0.89726,  1.00,  1.00,  1.00,  1.00,  1.00
26, 7, -0.12925,  0.07674,  0.06399,  0.03294,  0.94352,  0.03294,  0.94352, -0.57236,  0.01354,  0.81989,  0.15986,  0.98252,  0.09536,  1.00,  1.00,  1.00,  1.00,  1.00
27, 7, -0.12925,  0.07674,  0.06399,  0.03294,  0.94352,  0.03294,  0.94352, -0.57236,  0.01354,  0.81989,  0.15986,  0.98252,  0.09536,  1.00,  1.00,  1.00,  1.00,  1.00
28, 9, -0.13313,  0.07906,  0.05841,  0.03262,  0.94539,  0.03262,  0.94539, -0.74471, -0.57734,  0.3348, -0.30663,  0.74156,  0.59671,  1.00,  1.00,  1.00,  1.00,  1.00
29, 6, -0.12882,  0.07541,  0.06292,  0.03215,  0.94342,  0.03215,  0.94342, -0.69866, -0.58305,  0.41465, -0.13683,  0.67775,  0.72245,  1.00,  1.00,  1.00,  1.00,  1.00
30, 9, -0.13313,  0.07906,  0.05841,  0.03262,  0.94539,  0.03262,  0.94539, -0.74471, -0.57734,  0.3348, -0.30663,  0.74156,  0.59671,  1.00,  1.00,  1.00,  1.00,  1.00
31, 7, -0.12925,  0.07674,  0.06399,  0.03294,  0.94352,  0.03294,  0.94352, -0.57236,  0.01354,  0.81989,  0.15986,  0.98252,  0.09536,  1.00,  1.00,  1.00,  1.00,  1.00
32, 10, -0.13339,  0.08044,  0.06014,  0.03333,  0.94523,  0.03333,  0.94523, -0.66081,  0.05858,  0.74826,  0.19865,  0.97505,  0.0991,  1.00,  1.00,  1.00,  1.00,  1.00
33, 11, -0.13597,  0.08292,  0.05717,  0.03381,  0.9466,  0.03381,  0.9466, -0.71306,  0.11471,  0.69165,  0.24898,  0.96365,  0.09687,  1.00,  1.00,  1.00,  1.00,  1.00
34, 9, -0.13313,  0.07906,  0.05841,  0.03262,  0.94539,  0.03262,  0.94539, -0.74471, -0.57734,  0.3348, -0.30663,  0.74156,  0.59671,  1.00,  1.00,  1.00,  1.00,  1.00
35, 10, -0.13339,  0.08044,  0.06014,  0.03333,  0.94523,  0.03333,  0.94523, -0.66081,  0.05858,  0.74826,  0.19865,  0.97505,  0.0991,  1.00,  1.00,  1.00,  1.00,  1.00
36, 10, -0.13339,  0.08044,  0.06014,  0.03333,  0.94523,  0.03333,  0.94523, -0.66081,  0.05858,  0.74826,  0.19865,  0.97505,  0.0991,  1.00,  1.00,  1.00,  1.00,  1.00
37, 12, -0.13252,  0.08344,  0.05773,  0.03478,  0.94579,  0.03478,  0.94579,  0.44375,  0.81665,  0.36901,  0.37658,  0.20372, -0.90371,  1.00,  1.00,  1.00,  1.00,  1.00
38, 11, -0.13597,  0.08292,  0.05717,  0.03381,  0.9466,  0.03381,  0.9466, -0.71306,  0.11471,  0.69165,  0.24898,  0.96365,  0.09687,  1.00,  1.00,  1.00,  1.00,  1.00
39, 12, -0.13252,  0.08344,  0.05773,  0.03478,  0.94579,  0.03478,  0.94579,  0.44375,  0.81665,  0.36901,  0.37658,  0.20372, -0.90371,  1.00,  1.00,  1.00,  1.00,  1.00
40, 10, -0.13339,  0.08044,  0.06014,  0.03333,  0.94523,  0.03333,  0.94523, -0.66081,  0.05858,  0.74826,  0.19865,  0.97505,  0.0991,  1.00,  1.00,  1.00,  1.00,  1.00
41, 13, -0.13052,  0.08089,  0.06048,  0.03418,  0.94454,  0.03418,  0.94454,  0.42418,  0.83261,  0.35613,  0.18169,  0.30702, -0.9342,  1.00,  1.00,  1.00,  1.00,  1.00
42, 13, -0.13052,  0.08089,  0.06048,  0.03418,  0.94454,  0.03418,  0.94454,  0.42418,  0.83261,  0.35613,  0.18169,  0.30702, -0.9342,  1.00,  1.00,  1.00,  1.00,  1.00
43, 7, -0.12925,  0.07674,  0.06399,  0.03294,  0.94352,  0.03294,  0.94352, -0.57236,  0.01354,  0.81989,  0.15986,  0.98252,  0.09536,  1.00,  1.00,  1.00,  1.00,  1.00
44, 8, -0.12741,  0.07761,  0.06386,  0.03373,  0.94312,  0.03373,  0.94312,  0.44863,  0.80124,  0.39591,  0.00331,  0.4415, -0.89726,  1.00,  1.00,  1.00,  1.00,  1.00
45, 7, -0.12925,  0.07674,  0.06399,  0.03294,  0.94352,  0.03294,  0.94352, -0.57236,  0.01354,  0.81989,  0.15986,  0.98252,  0.09536,  1.00,  1.00,  1.00,  1.00,  1.00
46, 13, -0.13052,  0.08089,  0.06048,  0.03418,  0.94454,  0.03418,  0.94454,  0.42418,  0.83261,  0.35613,  0.18169,  0.30702, -0.9342,  1.00,  1.00,  1.00,  1.00,  1.00
47, 10, -0.13339,  0.08044,  0.06014,  0.03333,  0.94523,  0.03333,  0.94523, -0.66081,  0.05858,  0.74826,  0.19865,  0.97505,  0.0991,  1.00,  1.00,  1.00,  1.00,  1.00
48, 9, -0.13313,  0.07906,  0.05841,  0.03262,  0.94539,  0.03262,  0.94539, -0.74471, -0.57734,  0.3348, -0.30663,  0.74156,  0.59671,  1.00,  1.00,  1.00,  1.00,  1.00
49, 11, -0.13597,  0.08292,  0.05717,  0.03381,  0.9466,  0.03381,  0.9466, -0.71306,  0.11471,  0.69165,  0.24898,  0.96365,  0.09687,  1.00,  1.00,  1.00,  1.00,  1.00
50, 14, -0.13572,  0.08141,  0.05545,  0.03316,  0.94686,  0.03316,  0.94686, -0.78301, -0.52964,  0.32614, -0.35636,  0.81174,  0.46269,  1.00,  1.00,  1.00,  1.00,  1.00
51, 15, -0.13025,  0.0796,  0.0587,  0.03483,  0.94421,  0.03483,  0.94421,  0.81011,  0.52011, -0.27058, -0.17925, -0.21969, -0.95896,  1.00,  1.00,  1.00,  1.00,  1.00
52, 12, -0.13252,  0.08344,  0.05773,  0.03478,  0.94579,  0.03478,  0.94579,  0.44375,  0.81665,  0.36901,  0.37658,  0.20372, -0.90371,  1.00,  1.00,  1.00,  1.00,  1.00
53, 13, -0.13052,  0.08089,  0.06048,  0.03418,  0.94454,  0.03418,  0.94454,  0.42418,  0.83261,  0.35613,  0.18169,  0.30702, -0.9342,  1.00,  1.00,  1.00,  1.00,  1.00
54, 8, -0.12741,  0.07761,  0.06386,  0.03373,  0.94312,  0.03373,  0.94312,  0.44863,  0.80124,  0.39591,  0.00331,  0.4415, -0.89726,  1.00,  1.00,  1.00,  1.00,  1.00
55, 15, -0.13025,  0.0796,  0.0587,  0.03483,  0.94421,  0.03483,  0.94421,  0.81011,  0.52011, -0.27058, -0.17925, -0.21969, -0.95896,  1.00,  1.00,  1.00,  1.00,  1.00
56, 13, -0.13052,  0.08089,  0.06048,  0.03418,  0.94454,  0.03418,  0.94454,  0.42418,  0.83261,  0.35613,  0.18169,  0.30702, -0.9342,  1.00,  1.00,  1.00,  1.00,  1.00
57, 12, -0.13252,  0.08344,  0.05773,  0.03478,  0.94579,  0.03478,  0.94579,  0.44375,  0.81665,  0.36901,  0.37658,  0.20372, -0.90371,  1.00,  1.00,  1.00,  1.00,  1.00
58, 15, -0.13025,  0.0796,  0.0587,  0.03483,  0.94421,  0.03483,  0.94421,  0.81011,  0.52011, -0.27058, -0.17925, -0.21969, -0.95896,  1.00,  1.00,  1.00,  1.00,  1.00
59, 16, -0.1322,  0.08201,  0.05598,  0.03541,  0.94545,  0.03541,  0.94545,  0.87751,  0.43287, -0.20641, -0.07921, -0.29369, -0.95262,  1.00,  1.00,  1.00,  1.00,  1.00
60, 15, -0.13025,  0.0796,  0.0587,  0.03483,  0.94421,  0.03483,  0.94421,  0.81011,  0.52011, -0.27058, -0.17925, -0.21969, -0.95896,  1.00,  1.00,  1.00,  1.00,  1.00
61, 8, -0.12741,  0.07761,  0.06386,  0.03373,  0.94312,  0.03373,  0.94312,  0.44863,  0.80124,  0.39591,  0.00331,  0.4415, -0.89726,  1.00,  1.00,  1.00,  1.00,  1.00
62, 17, -0.12693,  0.07625,  0.06281,  0.03433,  0.94265,  0.03433,  0.94265,  0.76356,  0.55629, -0.3279, -0.34824, -0.07288, -0.93457,  1.00,  1.00,  1.00,  1.00,  1.00
63, 1, -0.12364,  0.07342,  0.06655,  0.03328,  0.94178,  0.03328,  0.94178,  0.48959,  0.76155,  0.42467, -0.03528,  0.50394, -0.86302,  1.00,  1.00,  1.00,  1.00,  1.00
64, 17, -0.12693,  0.07625,  0.06281,  0.03433,  0.94265,  0.03433,  0.94265,  0.76356,  0.55629, -0.3279, -0.34824, -0.07288, -0.93457,  1.00,  1.00,  1.00,  1.00,  1.00
65, 8, -0.12741,  0.07761,  0.06386,  0.03373,  0.94312,  0.03373,  0.94312,  0.44863,  0.80124,  0.39591,  0.00331,  0.4415, -0.89726,  1.00,  1.00,  1.00,  1.00,  1.00
66, 17, -0.12693,  0.07625,  0.06281,  0.03433,  0.94265,  0.03433,  0.94265,  0.76356,  0.55629, -0.3279, -0.34824, -0.07288, -0.93457,  1.00,  1.00,  1.00,  1.00,  1.00
67, 1, -0.12364,  0.07342,  0.06655,  0.03328,  0.94178,  0.03328,  0.94178,  0.48959,  0.76155,  0.42467, -0.03528,  0.50394, -0.86302,  1.00,  1.00,  1.00,  1.00,  1.00
68, 3, -0.1223,  0.07102,  0.06596,  0.03339,  0.94109,  0.03339,  0.94109,  0.74443,  0.57027, -0.3473, -0.37562, -0.07236, -0.92394,  1.00,  1.00,  1.00,  1.00,  1.00
69, 18, -0.13833,  0.08574,  0.05325,  0.0345,  0.94829,  0.0345,  0.94829, -0.84135,  0.18192,  0.50896,  0.21078,  0.97753,  1.27812E-06,  1.00,  1.00,  1.00,  1.00,  1.00
70, 14, -0.13572,  0.08141,  0.05545,  0.03316,  0.94686,  0.03316,  0.94686, -0.78301, -0.52964,  0.32614, -0.35636,  0.81174,  0.46269,  1.00,  1.00,  1.00,  1.00,  1.00
71, 11, -0.13597,  0.08292,  0.05717,  0.03381,  0.9466,  0.03381,  0.9466, -0.71306,  0.11471,  0.69165,  0.24898,  0.96365,  0.09687,  1.00,  1.00,  1.00,  1.00,  1.00
72, 14, -0.13572,  0.08141,  0.05545,  0.03316,  0.94686,  0.03316,  0.94686, -0.78301, -0.52964,  0.32614, -0.35636,  0.81174,  0.46269,  1.00,  1.00,  1.00,  1.00,  1.00
73, 18, -0.13833,  0.08574,  0.05325,  0.0345,  0.94829,  0.0345,  0.94829, -0.84135,  0.18192,  0.50896,  0.21078,  0.97753,  1.27812E-06,  1.00,  1.00,  1.00,  1.00,  1.00
74, 19, -0.13785,  0.08405,  0.05181,  0.0339,  0.94864,  0.0339,  0.94864, -0.89996, -0.40753,  0.15488, -0.37012,  0.90193,  0.22258,  1.00,  1.00,  1.00,  1.00,  1.00
75, 20, -0.13858,  0.08704,  0.05151,  0.03489,  0.94888,  0.03489,  0.94888, -0.89554,  0.37955,  0.23229,  0.35757,  0.9245, -0.13207,  1.00,  1.00,  1.00,  1.00,  1.00
76, 19, -0.13785,  0.08405,  0.05181,  0.0339,  0.94864,  0.0339,  0.94864, -0.89996, -0.40753,  0.15488, -0.37012,  0.90193,  0.22258,  1.00,  1.00,  1.00,  1.00,  1.00
77, 18, -0.13833,  0.08574,  0.05325,  0.0345,  0.94829,  0.0345,  0.94829, -0.84135,  0.18192,  0.50896,  0.21078,  0.97753,  1.27812E-06,  1.00,  1.00,  1.00,  1.00,  1.00
78, 18, -0.13833,  0.08574,  0.05325,  0.0345,  0.94829,  0.0345,  0.94829, -0.84135,  0.18192,  0.50896,  0.21078,  0.97753,  1.27812E-06,  1.00,  1.00,  1.00,  1.00,  1.00
79, 21, -0.13387,  0.08823,  0.05214,  0.03609,  0.94799,  0.03609,  0.94799,  0.44077,  0.69881,  0.56337,  0.63037,  0.20583, -0.74851,  1.00,  1.00,  1.00,  1.00,  1.00
80, 20, -0.13858,  0.08704,  0.05151,  0.03489,  0.94888,  0.03489,  0.94888, -0.89554,  0.37955,  0.23229,  0.35757,  0.9245, -0.13207,  1.00,  1.00,  1.00,  1.00,  1.00
81, 21, -0.13387,  0.08823,  0.05214,  0.03609,  0.94799,  0.03609,  0.94799,  0.44077,  0.69881,  0.56337,  0.63037,  0.20583, -0.74851,  1.00,  1.00,  1.00,  1.00,  1.00
82, 18, -0.13833,  0.08574,  0.05325,  0.0345,  0.94829,  0.0345,  0.94829, -0.84135,  0.18192,  0.50896,  0.21078,  0.97753,  1.27812E-06,  1.00,  1.00,  1.00,  1.00,  1.00
83, 22, -0.13391,  0.08675,  0.05405,  0.03564,  0.94739,  0.03564,  0.94739,  0.42047,  0.77235,  0.47612,  0.54355,  0.20574, -0.81377,  1.00,  1.00,  1.00,  1.00,  1.00
84, 22, -0.13391,  0.08675,  0.05405,  0.03564,  0.94739,  0.03564,  0.94739,  0.42047,  0.77235,  0.47612,  0.54355,  0.20574, -0.81377,  1.00,  1.00,  1.00,  1.00,  1.00
85, 11, -0.13597,  0.08292,  0.05717,  0.03381,  0.9466,  0.03381,  0.9466, -0.71306,  0.11471,  0.69165,  0.24898,  0.96365,  0.09687,  1.00,  1.00,  1.00,  1.00,  1.00
86, 12, -0.13252,  0.08344,  0.05773,  0.03478,  0.94579,  0.03478,  0.94579,  0.44375,  0.81665,  0.36901,  0.37658,  0.20372, -0.90371,  1.00,  1.00,  1.00,  1.00,  1.00
87, 11, -0.13597,  0.08292,  0.05717,  0.03381,  0.9466,  0.03381,  0.9466, -0.71306,  0.11471,  0.69165,  0.24898,  0.96365,  0.09687,  1.00,  1.00,  1.00,  1.00,  1.00
88, 22, -0.13391,  0.08675,  0.05405,  0.03564,  0.94739,  0.03564,  0.94739,  0.42047,  0.77235,  0.47612,  0.54355,  0.20574, -0.81377,  1.00,  1.00,  1.00,  1.00,  1.00
89, 18, -0.13833,  0.08574,  0.05325,  0.0345,  0.94829,  0.0345,  0.94829, -0.84135,  0.18192,  0.50896,  0.21078,  0.97753,  1.27812E-06,  1.00,  1.00,  1.00,  1.00,  1.00
90, 16, -0.1322,  0.08201,  0.05598,  0.03541,  0.94545,  0.03541,  0.94545,  0.87751,  0.43287, -0.20641, -0.07921, -0.29369, -0.95262,  1.00,  1.00,  1.00,  1.00,  1.00
91, 22, -0.13391,  0.08675,  0.05405,  0.03564,  0.94739,  0.03564,  0.94739,  0.42047,  0.77235,  0.47612,  0.54355,  0.20574, -0.81377,  1.00,  1.00,  1.00,  1.00,  1.00
92, 12, -0.13252,  0.08344,  0.05773,  0.03478,  0.94579,  0.03478,  0.94579,  0.44375,  0.81665,  0.36901,  0.37658,  0.20372, -0.90371,  1.00,  1.00,  1.00,  1.00,  1.00
93, 22, -0.13391,  0.08675,  0.05405,  0.03564,  0.94739,  0.03564,  0.94739,  0.42047,  0.77235,  0.47612,  0.54355,  0.20574, -0.81377,  1.00,  1.00,  1.00,  1.00,  1.00
94, 23, -0.1334,  0.08635,  0.05104,  0.03659,  0.94749,  0.03659,  0.94749,  0.97096,  0.11307,  0.21086,  0.22872, -0.17995, -0.95672,  1.00,  1.00,  1.00,  1.00,  1.00
95, 21, -0.13387,  0.08823,  0.05214,  0.03609,  0.94799,  0.03609,  0.94799,  0.44077,  0.69881,  0.56337,  0.63037,  0.20583, -0.74851,  1.00,  1.00,  1.00,  1.00,  1.00
96, 23, -0.1334,  0.08635,  0.05104,  0.03659,  0.94749,  0.03659,  0.94749,  0.97096,  0.11307,  0.21086,  0.22872, -0.17995, -0.95672,  1.00,  1.00,  1.00,  1.00,  1.00
97, 22, -0.13391,  0.08675,  0.05405,  0.03564,  0.94739,  0.03564,  0.94739,  0.42047,  0.77235,  0.47612,  0.54355,  0.20574, -0.81377,  1.00,  1.00,  1.00,  1.00,  1.00
98, 24, -0.13345,  0.08523,  0.05263,  0.03622,  0.94698,  0.03622,  0.94698,  0.96139,  0.27471, -0.01647,  0.06502, -0.28487, -0.95636,  1.00,  1.00,  1.00,  1.00,  1.00
99, 22, -0.13391,  0.08675,  0.05405,  0.03564,  0.94739,  0.03564,  0.94739,  0.42047,  0.77235,  0.47612,  0.54355,  0.20574, -0.81377,  1.00,  1.00,  1.00,  1.00,  1.00
100, 16, -0.1322,  0.08201,  0.05598,  0.03541,  0.94545,  0.03541,  0.94545,  0.87751,  0.43287, -0.20641, -0.07921, -0.29369, -0.95262,  1.00,  1.00,  1.00,  1.00,  1.00
101, 24, -0.13345,  0.08523,  0.05263,  0.03622,  0.94698,  0.03622,  0.94698,  0.96139,  0.27471, -0.01647,  0.06502, -0.28487, -0.95636,  1.00,  1.00,  1.00,  1.00,  1.00
102, 19, -0.13785,  0.08405,  0.05181,  0.0339,  0.94864,  0.0339,  0.94864, -0.89996, -0.40753,  0.15488, -0.37012,  0.90193,  0.22258,  1.00,  1.00,  1.00,  1.00,  1.00
103, 20, -0.13858,  0.08704,  0.05151,  0.03489,  0.94888,  0.03489,  0.94888, -0.89554,  0.37955,  0.23229,  0.35757,  0.9245, -0.13207,  1.00,  1.00,  1.00,  1.00,  1.00
104, 25, -0.13807,  0.08499,  0.05038,  0.03427,  0.94921,  0.03427,  0.94921, -0.96959, -0.19033, -0.15384, -0.20074,  0.9781,  0.05505,  1.00,  1.00,  1.00,  1.00,  1.00
105, 26, -0.13795,  0.08871,  0.04917,  0.03546,  0.94951,  0.03546,  0.94951, -0.85948,  0.4988,  0.11176,  0.46493,  0.85369, -0.23464,  1.00,  1.00,  1.00,  1.00,  1.00
106, 25, -0.13807,  0.08499,  0.05038,  0.03427,  0.94921,  0.03427,  0.94921, -0.96959, -0.19033, -0.15384, -0.20074,  0.9781,  0.05505,  1.00,  1.00,  1.00,  1.00,  1.00
107, 20, -0.13858,  0.08704,  0.05151,  0.03489,  0.94888,  0.03489,  0.94888, -0.89554,  0.37955,  0.23229,  0.35757,  0.9245, -0.13207,  1.00,  1.00,  1.00,  1.00,  1.00
108, 21, -0.13387,  0.08823,  0.05214,  0.03609,  0.94799,  0.03609,  0.94799,  0.44077,  0.69881,  0.56337,  0.63037,  0.20583, -0.74851,  1.00,  1.00,  1.00,  1.00,  1.00
109, 26, -0.13795,  0.08871,  0.04917,  0.03546,  0.94951,  0.03546,  0.94951, -0.85948,  0.4988,  0.11176,  0.46493,  0.85369, -0.23464,  1.00,  1.00,  1.00,  1.00,  1.00
110, 20, -0.13858,  0.08704,  0.05151,  0.03489,  0.94888,  0.03489,  0.94888, -0.89554,  0.37955,  0.23229,  0.35757,  0.9245, -0.13207,  1.00,  1.00,  1.00,  1.00,  1.00
111, 25, -0.13807,  0.08499,  0.05038,  0.03427,  0.94921,  0.03427,  0.94921, -0.96959, -0.19033, -0.15384, -0.20074,  0.9781,  0.05505,  1.00,  1.00,  1.00,  1.00,  1.00
112, 26, -0.13795,  0.08871,  0.04917,  0.03546,  0.94951,  0.03546,  0.94951, -0.85948,  0.4988,  0.11176,  0.46493,  0.85369, -0.23464,  1.00,  1.00,  1.00,  1.00,  1.00
113, 27, -0.13743,  0.08634,  0.04852,  0.03478,  0.94977,  0.03478,  0.94977, -0.94109, -0.07952, -0.32866, -0.0652,  0.99639, -0.05441,  1.00,  1.00,  1.00,  1.00,  1.00
114, 26, -0.13795,  0.08871,  0.04917,  0.03546,  0.94951,  0.03546,  0.94951, -0.85948,  0.4988,  0.11176,  0.46493,  0.85369, -0.23464,  1.00,  1.00,  1.00,  1.00,  1.00
115, 28, -0.13656,  0.08783,  0.04653,  0.0353,  0.95034,  0.0353,  0.95034, -0.92543, -0.08875, -0.36838, -0.0319,  0.98698, -0.15762,  1.00,  1.00,  1.00,  1.00,  1.00
116, 27, -0.13743,  0.08634,  0.04852,  0.03478,  0.94977,  0.03478,  0.94977, -0.94109, -0.07952, -0.32866, -0.0652,  0.99639, -0.05441,  1.00,  1.00,  1.00,  1.00,  1.00
117, 28, -0.13656,  0.08783,  0.04653,  0.0353,  0.95034,  0.0353,  0.95034, -0.92543, -0.08875, -0.36838, -0.0319,  0.98698, -0.15762,  1.00,  1.00,  1.00,  1.00,  1.00
118, 26, -0.13795,  0.08871,  0.04917,  0.03546,  0.94951,  0.03546,  0.94951, -0.85948,  0.4988,  0.11176,  0.46493,  0.85369, -0.23464,  1.00,  1.00,  1.00,  1.00,  1.00
119, 29, -0.1369,  0.09051,  0.04681,  0.03604,  0.95015,  0.03604,  0.95015, -0.85502,  0.51806,  0.02347,  0.48635,  0.81675, -0.31045,  1.00,  1.00,  1.00,  1.00,  1.00
120, 30, -0.13292,  0.09012,  0.04967,  0.03674,  0.94866,  0.03674,  0.94866,  0.48105,  0.64336,  0.59555,  0.61505,  0.23643, -0.75221,  1.00,  1.00,  1.00,  1.00,  1.00
121, 29, -0.1369,  0.09051,  0.04681,  0.03604,  0.95015,  0.03604,  0.95015, -0.85502,  0.51806,  0.02347,  0.48635,  0.81675, -0.31045,  1.00,  1.00,  1.00,  1.00,  1.00
122, 26, -0.13795,  0.08871,  0.04917,  0.03546,  0.94951,  0.03546,  0.94951, -0.85948,  0.4988,  0.11176,  0.46493,  0.85369, -0.23464,  1.00,  1.00,  1.00,  1.00,  1.00
123, 26, -0.13795,  0.08871,  0.04917,  0.03546,  0.94951,  0.03546,  0.94951, -0.85948,  0.4988,  0.11176,  0.46493,  0.85369, -0.23464,  1.00,  1.00,  1.00,  1.00,  1.00
124, 21, -0.13387,  0.08823,  0.05214,  0.03609,  0.94799,  0.03609,  0.94799,  0.44077,  0.69881,  0.56337,  0.63037,  0.20583, -0.74851,  1.00,  1.00,  1.00,  1.00,  1.00
