VTX, IDX, TEXCOORD0.x, TEXCOORD0.y, TEXCOORD0.z, TEXCOORD1.x, TEXCOORD1.y, TEXCOORD2.x, TEXCOORD2.y, TEXCOORD3.x, TEXCOORD3.y, TEXCOORD3.z, TEXCOORD4.x, TEXCOORD4.y, TEXCOORD4.z, TEXCOORD4.w, TEXCOORD5.x, TEXCOORD5.y, TEXCOORD5.z, TEXCOORD5.w
66, 22,  0.08892, -0.11234, -0.13934,  0.05597,  0.89511,  0.05597,  0.89511, -0.24808,  0.24734, -0.92857, -0.39537, -0.8976, -0.14669,  1.00,  1.00,  1.00,  1.00,  1.00
67, 19,  0.10779, -0.10448, -0.13759,  0.04649,  0.88021,  0.04649,  0.88021,  0.04239,  0.94838, -0.26179, -0.40348, -0.22906, -0.88398,  1.00,  1.00,  1.00,  1.00,  1.00
68, 23,  0.10925, -0.11021, -0.14549,  0.05119,  0.87484,  0.05119,  0.87484, -0.1703,  0.39217, -0.89478, -0.4138, -0.84662, -0.30794,  1.00,  1.00,  1.00,  1.00,  1.00
69, 21,  0.08617, -0.10315, -0.13059,  0.052,  0.89904,  0.052,  0.89904, -0.06406,  0.90249, -0.39357, -0.25763, -0.40389, -0.87616,  1.00,  1.00,  1.00,  1.00,  1.00
70, 0,  0.0721, -0.10452, -0.1053,  0.04421,  0.91101,  0.04421,  0.91101,  0.06819,  0.96482, -0.19867, -0.38932, -0.17015, -0.90052,  1.00,  1.00,  1.00,  1.00,  1.00
71, 20,  0.09035, -0.10496, -0.11415,  0.03956,  0.89678,  0.03956,  0.89678,  0.11107,  0.9786, -0.091, -0.40022, -0.05022, -0.91008,  1.00,  1.00,  1.00,  1.00,  1.00
72, 0,  0.0721, -0.10452, -0.1053,  0.04421,  0.91101,  0.04421,  0.91101,  0.06819,  0.96482, -0.19867, -0.38932, -0.17015, -0.90052,  1.00,  1.00,  1.00,  1.00,  1.00
73, 21,  0.08617, -0.10315, -0.13059,  0.052,  0.89904,  0.052,  0.89904, -0.06406,  0.90249, -0.39357, -0.25763, -0.40389, -0.87616,  1.00,  1.00,  1.00,  1.00,  1.00
74, 24,  0.06407, -0.10539, -0.12428,  0.05534,  0.91046,  0.05534,  0.91046, -0.33828,  0.69405, -0.61504, -0.36125, -0.70789, -0.60464,  1.00,  1.00,  1.00,  1.00,  1.00
75, 24,  0.06407, -0.10539, -0.12428,  0.05534,  0.91046,  0.05534,  0.91046, -0.33828,  0.69405, -0.61504, -0.36125, -0.70789, -0.60464,  1.00,  1.00,  1.00,  1.00,  1.00
76, 21,  0.08617, -0.10315, -0.13059,  0.052,  0.89904,  0.052,  0.89904, -0.06406,  0.90249, -0.39357, -0.25763, -0.40389, -0.87616,  1.00,  1.00,  1.00,  1.00,  1.00
77, 22,  0.08892, -0.11234, -0.13934,  0.05597,  0.89511,  0.05597,  0.89511, -0.24808,  0.24734, -0.92857, -0.39537, -0.8976, -0.14669,  1.00,  1.00,  1.00,  1.00,  1.00
78, 25,  0.04404, -0.10821, -0.11122,  0.06018,  0.94105,  0.06018,  0.94105, -0.34495,  0.39713, -0.83625, -0.06795, -0.90494, -0.41436,  1.00,  1.00,  1.00,  1.00,  1.00
79, 0,  0.0721, -0.10452, -0.1053,  0.04421,  0.91101,  0.04421,  0.91101,  0.06819,  0.96482, -0.19867, -0.38932, -0.17015, -0.90052,  1.00,  1.00,  1.00,  1.00,  1.00
80, 24,  0.06407, -0.10539, -0.12428,  0.05534,  0.91046,  0.05534,  0.91046, -0.33828,  0.69405, -0.61504, -0.36125, -0.70789, -0.60464,  1.00,  1.00,  1.00,  1.00,  1.00
81, 26,  0.0153, -0.09971, -0.10115,  0.05858,  0.95653,  0.05858,  0.95653, -0.28831, -0.07056, -0.94836, -0.02078, -0.98734,  0.06314,  1.00,  1.00,  1.00,  1.00,  1.00
82, 0,  0.0721, -0.10452, -0.1053,  0.04421,  0.91101,  0.04421,  0.91101,  0.06819,  0.96482, -0.19867, -0.38932, -0.17015, -0.90052,  1.00,  1.00,  1.00,  1.00,  1.00
83, 25,  0.04404, -0.10821, -0.11122,  0.06018,  0.94105,  0.06018,  0.94105, -0.34495,  0.39713, -0.83625, -0.06795, -0.90494, -0.41436,  1.00,  1.00,  1.00,  1.00,  1.00
84, 27,  0.00498, -0.11963, -0.0761,  0.07866,  0.96352,  0.07866,  0.96352, -0.47106, -0.73957, -0.47443,  0.05781, -0.549,  0.81442,  1.00,  1.00,  1.00,  1.00,  1.00
85, 26,  0.0153, -0.09971, -0.10115,  0.05858,  0.95653,  0.05858,  0.95653, -0.28831, -0.07056, -0.94836, -0.02078, -0.98734,  0.06314,  1.00,  1.00,  1.00,  1.00,  1.00
86, 25,  0.04404, -0.10821, -0.11122,  0.06018,  0.94105,  0.06018,  0.94105, -0.34495,  0.39713, -0.83625, -0.06795, -0.90494, -0.41436,  1.00,  1.00,  1.00,  1.00,  1.00
87, 27,  0.00498, -0.11963, -0.0761,  0.07866,  0.96352,  0.07866,  0.96352, -0.47106, -0.73957, -0.47443,  0.05781, -0.549,  0.81442,  1.00,  1.00,  1.00,  1.00,  1.00
88, 25,  0.04404, -0.10821, -0.11122,  0.06018,  0.94105,  0.06018,  0.94105, -0.34495,  0.39713, -0.83625, -0.06795, -0.90494, -0.41436,  1.00,  1.00,  1.00,  1.00,  1.00
89, 28,  0.01915, -0.12632, -0.09366,  0.07921,  0.94783,  0.07921,  0.94783, -0.70516, -0.42624, -0.55688, -0.16653, -0.6559,  0.71587,  1.00,  1.00,  1.00,  1.00,  1.00
90, 28,  0.01915, -0.12632, -0.09366,  0.07921,  0.94783,  0.07921,  0.94783, -0.70516, -0.42624, -0.55688, -0.16653, -0.6559,  0.71587,  1.00,  1.00,  1.00,  1.00,  1.00
91, 29,  0.01126, -0.12553, -0.06932,  0.08613,  0.95984,  0.08613,  0.95984, -0.46731, -0.8633, -0.14744,  0.24142, -0.27238,  0.91862,  1.00,  1.00,  1.00,  1.00,  1.00
92, 27,  0.00498, -0.11963, -0.0761,  0.07866,  0.96352,  0.07866,  0.96352, -0.47106, -0.73957, -0.47443,  0.05781, -0.549,  0.81442,  1.00,  1.00,  1.00,  1.00,  1.00
93, 29,  0.01126, -0.12553, -0.06932,  0.08613,  0.95984,  0.08613,  0.95984, -0.46731, -0.8633, -0.14744,  0.24142, -0.27238,  0.91862,  1.00,  1.00,  1.00,  1.00,  1.00
94, 28,  0.01915, -0.12632, -0.09366,  0.07921,  0.94783,  0.07921,  0.94783, -0.70516, -0.42624, -0.55688, -0.16653, -0.6559,  0.71587,  1.00,  1.00,  1.00,  1.00,  1.00
95, 30,  0.0295, -0.13336, -0.07576,  0.09272,  0.94676,  0.09272,  0.94676, -0.28075, -0.95118, -0.04023,  0.26669, -0.10464,  0.94971,  1.00,  1.00,  1.00,  1.00,  1.00
96, 29,  0.01126, -0.12553, -0.06932,  0.08613,  0.95984,  0.08613,  0.95984, -0.46731, -0.8633, -0.14744,  0.24142, -0.27238,  0.91862,  1.00,  1.00,  1.00,  1.00,  1.00
97, 31, -0.00291, -0.12049, -0.06428,  0.08488,  0.96991,  0.08488,  0.96991, -0.39557, -0.88411, -0.22276,  0.16259, -0.29046,  0.9293,  1.00,  1.00,  1.00,  1.00,  1.00
98, 27,  0.00498, -0.11963, -0.0761,  0.07866,  0.96352,  0.07866,  0.96352, -0.47106, -0.73957, -0.47443,  0.05781, -0.549,  0.81442,  1.00,  1.00,  1.00,  1.00,  1.00
99, 25,  0.04404, -0.10821, -0.11122,  0.06018,  0.94105,  0.06018,  0.94105, -0.34495,  0.39713, -0.83625, -0.06795, -0.90494, -0.41436,  1.00,  1.00,  1.00,  1.00,  1.00
100, 24,  0.06407, -0.10539, -0.12428,  0.05534,  0.91046,  0.05534,  0.91046, -0.33828,  0.69405, -0.61504, -0.36125, -0.70789, -0.60464,  1.00,  1.00,  1.00,  1.00,  1.00
101, 32,  0.06188, -0.12143, -0.12696,  0.06542,  0.90996,  0.06542,  0.90996, -0.4191, -0.28872, -0.85807, -0.1135, -0.91548,  0.35601,  1.00,  1.00,  1.00,  1.00,  1.00
102, 32,  0.06188, -0.12143, -0.12696,  0.06542,  0.90996,  0.06542,  0.90996, -0.4191, -0.28872, -0.85807, -0.1135, -0.91548,  0.35601,  1.00,  1.00,  1.00,  1.00,  1.00
103, 24,  0.06407, -0.10539, -0.12428,  0.05534,  0.91046,  0.05534,  0.91046, -0.33828,  0.69405, -0.61504, -0.36125, -0.70789, -0.60464,  1.00,  1.00,  1.00,  1.00,  1.00
104, 22,  0.08892, -0.11234, -0.13934,  0.05597,  0.89511,  0.05597,  0.89511, -0.24808,  0.24734, -0.92857, -0.39537, -0.8976, -0.14669,  1.00,  1.00,  1.00,  1.00,  1.00
105, 33,  0.03687, -0.13204, -0.10732,  0.07957,  0.93763,  0.07957,  0.93763, -0.48186, -0.66995, -0.56161, -0.09358, -0.58743,  0.78851,  1.00,  1.00,  1.00,  1.00,  1.00
106, 25,  0.04404, -0.10821, -0.11122,  0.06018,  0.94105,  0.06018,  0.94105, -0.34495,  0.39713, -0.83625, -0.06795, -0.90494, -0.41436,  1.00,  1.00,  1.00,  1.00,  1.00
107, 32,  0.06188, -0.12143, -0.12696,  0.06542,  0.90996,  0.06542,  0.90996, -0.4191, -0.28872, -0.85807, -0.1135, -0.91548,  0.35601,  1.00,  1.00,  1.00,  1.00,  1.00
108, 28,  0.01915, -0.12632, -0.09366,  0.07921,  0.94783,  0.07921,  0.94783, -0.70516, -0.42624, -0.55688, -0.16653, -0.6559,  0.71587,  1.00,  1.00,  1.00,  1.00,  1.00
109, 33,  0.03687, -0.13204, -0.10732,  0.07957,  0.93763,  0.07957,  0.93763, -0.48186, -0.66995, -0.56161, -0.09358, -0.58743,  0.78851,  1.00,  1.00,  1.00,  1.00,  1.00
110, 30,  0.0295, -0.13336, -0.07576,  0.09272,  0.94676,  0.09272,  0.94676, -0.28075, -0.95118, -0.04023,  0.26669, -0.10464,  0.94971,  1.00,  1.00,  1.00,  1.00,  1.00
111, 25,  0.04404, -0.10821, -0.11122,  0.06018,  0.94105,  0.06018,  0.94105, -0.34495,  0.39713, -0.83625, -0.06795, -0.90494, -0.41436,  1.00,  1.00,  1.00,  1.00,  1.00
112, 33,  0.03687, -0.13204, -0.10732,  0.07957,  0.93763,  0.07957,  0.93763, -0.48186, -0.66995, -0.56161, -0.09358, -0.58743,  0.78851,  1.00,  1.00,  1.00,  1.00,  1.00
113, 28,  0.01915, -0.12632, -0.09366,  0.07921,  0.94783,  0.07921,  0.94783, -0.70516, -0.42624, -0.55688, -0.16653, -0.6559,  0.71587,  1.00,  1.00,  1.00,  1.00,  1.00
114, 34,  0.07014, -0.13799, -0.11179,  0.08117,  0.90431,  0.08117,  0.90431, -0.42827, -0.83001, -0.34841,  0.23284, -0.46612,  0.84388,  1.00,  1.00,  1.00,  1.00,  1.00
115, 33,  0.03687, -0.13204, -0.10732,  0.07957,  0.93763,  0.07957,  0.93763, -0.48186, -0.66995, -0.56161, -0.09358, -0.58743,  0.78851,  1.00,  1.00,  1.00,  1.00,  1.00
116, 32,  0.06188, -0.12143, -0.12696,  0.06542,  0.90996,  0.06542,  0.90996, -0.4191, -0.28872, -0.85807, -0.1135, -0.91548,  0.35601,  1.00,  1.00,  1.00,  1.00,  1.00
117, 34,  0.07014, -0.13799, -0.11179,  0.08117,  0.90431,  0.08117,  0.90431, -0.42827, -0.83001, -0.34841,  0.23284, -0.46612,  0.84388,  1.00,  1.00,  1.00,  1.00,  1.00
118, 32,  0.06188, -0.12143, -0.12696,  0.06542,  0.90996,  0.06542,  0.90996, -0.4191, -0.28872, -0.85807, -0.1135, -0.91548,  0.35601,  1.00,  1.00,  1.00,  1.00,  1.00
119, 35,  0.09534, -0.12523, -0.13942,  0.06451,  0.88304,  0.06451,  0.88304, -0.38416, -0.04551, -0.91836, -0.30521, -0.92523,  0.16441,  1.00,  1.00,  1.00,  1.00,  1.00
120, 32,  0.06188, -0.12143, -0.12696,  0.06542,  0.90996,  0.06542,  0.90996, -0.4191, -0.28872, -0.85807, -0.1135, -0.91548,  0.35601,  1.00,  1.00,  1.00,  1.00,  1.00
121, 22,  0.08892, -0.11234, -0.13934,  0.05597,  0.89511,  0.05597,  0.89511, -0.24808,  0.24734, -0.92857, -0.39537, -0.8976, -0.14669,  1.00,  1.00,  1.00,  1.00,  1.00
122, 35,  0.09534, -0.12523, -0.13942,  0.06451,  0.88304,  0.06451,  0.88304, -0.38416, -0.04551, -0.91836, -0.30521, -0.92523,  0.16441,  1.00,  1.00,  1.00,  1.00,  1.00
123, 23,  0.10925, -0.11021, -0.14549,  0.05119,  0.87484,  0.05119,  0.87484, -0.1703,  0.39217, -0.89478, -0.4138, -0.84662, -0.30794,  1.00,  1.00,  1.00,  1.00,  1.00
124, 35,  0.09534, -0.12523, -0.13942,  0.06451,  0.88304,  0.06451,  0.88304, -0.38416, -0.04551, -0.91836, -0.30521, -0.92523,  0.16441,  1.00,  1.00,  1.00,  1.00,  1.00
125, 22,  0.08892, -0.11234, -0.13934,  0.05597,  0.89511,  0.05597,  0.89511, -0.24808,  0.24734, -0.92857, -0.39537, -0.8976, -0.14669,  1.00,  1.00,  1.00,  1.00,  1.00
